GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,OmimIDs,PubMedIDs
MIR92B,693235,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR939,100126351,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR98,407054,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIRLET7D,406886,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MMP2,4313,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,21963884
MMP9,4318,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,21963884|22191573
MPO,4353,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,20388520
MRAS,22808,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
MT2A,4502,Diabetes Mellitus,MESH:D003920,marker/mechanism,,27122239
MTNR1B,4544,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,19060907|19060908|19060909|22286214|26551672
NCF1,653361,Diabetes Mellitus,MESH:D003920,marker/mechanism,,23723366
NCF1,653361,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,14871415|16380483
ND1,4535,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,14563825
NEUROD1,4760,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
NEUROD1,4760,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,16123366
NFATC2,4773,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,30718926
NFKB1,4790,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,17107852
NKX6-1,4825,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
NKX6-1,4825,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16123366
NOS1,4842,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,21666113
NOS2,4843,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16380483|16959961
NOS2,4843,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16959961
NOS3,4846,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,11696579|14871415|15490108|16959961|18266981|19478208|22191573|22933112
NOS3,4846,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,21666113
NOS3,4846,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,12716763|16959961
NOTCH2,4853,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,18372903
NQO1,1728,"Diabetes Mellitus, Experimental",MESH:D003921,therapeutic,,23458895
NR1I2,8856,Diabetes Mellitus,MESH:D003920,marker/mechanism,,20869355
NR1I3,9970,Diabetes Mellitus,MESH:D003920,marker/mechanism,,20869355
NUS1,116150,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,30718926|33812996
OGG1,4968,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,22652274
PAM,5066,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24464100|30054598
PAX4,5078,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,612227,
PAX4,5078,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,
PAX6,5080,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
PAX6,5080,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16123366
PCK1,5105,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,20363216
PCSK2,5126,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
PCSK2,5126,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16123366
PCX,18563,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
PCX,18563,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16123366
PDK4,5166,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,14563825
PDX1,3651,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
PDX1,3651,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,16123366|24464100
PEPD,5184,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,22158537
PFKM,5213,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,14563825
PIK3CG,5294,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,31626838
PKLR,5313,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,20363216
PLEKHA1,59338,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
POMC,5443,Diabetes Mellitus,MESH:D003920,marker/mechanism,,19153526
PON1,5444,Diabetes Mellitus,MESH:D003920,marker/mechanism,,16229851|19022366
PPARA,5465,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,12967931|14563825|23090186
PPARA,5465,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,17317762|31626838
PPARG,5468,Diabetes Mellitus,MESH:D003920,therapeutic,,16168052
PPARG,5468,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,12967931|16123366|21757225
PPARG,5468,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism|therapeutic,125853,15592662|16123366|16249460|17317762|21484566|28182703|31626838
PPARGC1A,10891,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,14563825
PPARGC1A,10891,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,15592662|17317762
PPP1R3A,5506,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,
PRKCA,5578,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,12198386
PRKCB,5579,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,15531508
PRKCD,5580,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,12198386
PRKCE,5581,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,12198386
PRKCQ,5588,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,18978792
PROX1,5629,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,20081858
PSMD6,9861,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,22158537
PTF1A,256297,"Diabetes Mellitus, Permanent Neonatal, with Cerebellar Agenesis",MESH:C563796,marker/mechanism,609069,15543146|19650412
PTGS2,5743,Diabetes Mellitus,MESH:D003920,marker/mechanism,,15885672
PTGS2,5743,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,14514642|21414306
PTPN1,5770,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,
PTPN22,26191,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,222100,21190368|30224649
RAC1,5879,Diabetes Mellitus,MESH:D003920,marker/mechanism,,23723366
RELA,5970,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,22138235
REN,5972,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,18829990
RETN,56729,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,
RNF6,6049,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
S100A6,6277,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
S100A6,6277,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16123366
S1PR2,9294,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,22406263
S1PR4,8698,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,22406263
S1PR5,53637,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,22406263
SCTR,6344,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,30718926
SERPINE1,5054,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,21757225
SFRP4,6424,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,23140642
SH2B3,10019,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,30224649
SHBG,6462,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,21982312
SIRT1,23411,Diabetes Mellitus,MESH:D003920,marker/mechanism,,24894401
SIRT1,23411,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,23090186|23792339
SIRT1,23411,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,23834033
SLC11A1,6556,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,16597321
SLC1A2,6506,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,30718926
SLC22A3,6581,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
SLC29A3,55315,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,19336477|20140240
SLC2A1,6513,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,9589670
SLC2A2,6514,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
SLC2A2,6514,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,16123366
SLC2A4,6517,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,11947963|14563825|18266981|22138235
SLC2A4,6517,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,11947963|17107852|22384078|31626838
SLC30A8,169026,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism|therapeutic,125853,19479076|19542200|20424817|21461562|21779873|24584071
SLC9A1,6548,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,20003708
SLC9A3,6550,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,20003708
SMAD5,4090,"Diabetes Mellitus, Type 2",MESH:D003924,therapeutic,,20079400
SMIM43,132332,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
SNAP25,6616,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
SNAP25,6616,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16123366
SOD1,6647,Diabetes Mellitus,MESH:D003920,marker/mechanism,,23786522
SOD1,6647,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,23090186
SOD1,6647,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,15531508
SOD2,6648,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism|therapeutic,,15855331|23090186
SOD2,6648,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,15531508
SREBF1,6720,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,10900012|23090186
ST6GAL1,6480,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,21874001
STAT3,6774,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,25038750
STS,412,"Diabetes Mellitus, Experimental",MESH:D003921,therapeutic,,24497646
SUMO4,387082,"Diabetes Mellitus, Insulin-Dependent, 5",MESH:C563958,marker/mechanism,600320,
TCF7L2,6934,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,17460697|23104008|28869590
TGFB1,7040,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,17177138|23090186
THADA,63892,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,18372903
THBS2,7058,Diabetes Mellitus,MESH:D003920,marker/mechanism,,23723366
TIMP1,7076,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,21963884
TIMP1,7076,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16023759
TIMP2,7077,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,21963884
TMEM18,129787,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
TNF,7124,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,12123627|12193562|19478208|20388520|22138235|24513509
TNF,7124,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,23640034
TNF,7124,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24513509
TNFRSF1A,7132,"Diabetes Mellitus, Experimental",MESH:D003921,therapeutic,,12193562
TNFRSF1A,7132,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,11882518
TNFRSF1B,7133,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,11882518
TNFSF8,944,"Diabetes Mellitus, Congenital Autoimmune",MESH:C565730,marker/mechanism,,12930356
TP53,7157,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,23792339
TRNL1,4567,Noninsulin-dependent diabetes mellitus with deafness,MESH:C536246,marker/mechanism,,17018649
TRP53,22059,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,21078376
TYK2,7297,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,30224649
UBE2E2,7325,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,20818381
UCP2,7351,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,14563825|16123366
UCP2,7351,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,15562023|16123366
USP48,84196,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,30718926
VEGFA,7422,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,22191573
VPS26A,9559,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,21874001
WFS1,7466,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,17603484
YWHAH,7533,"Diabetes Mellitus, Experimental",MESH:D003921,therapeutic,,18342293
ZC3HC1,51530,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
ZFAND3,60685,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,22158537
ZFP57,346171,Diabetes Mellitus,MESH:D003920,marker/mechanism,,18622393
ZFP57,346171,"Diabetes Mellitus, Transient Neonatal, 1",MESH:C563322,marker/mechanism,601410,
ZNF257,113835,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,30718926
