GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,InferenceChemicalName,InferenceScore,OmimIDs,PubMedIDs
CKAP4,10970,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.45,,36513242
CKB,1152,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcifediol,4.78,,6897822
CKB,1152,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.15,,36513242
CKLF,51192,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.94,,11305809|1585935|17984431|3626302|6760236|6897822
CKS1B,1163,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.70,,11305809|1585935|17984431|3626302|6760236|6897822
CKS1B,1163,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.41,,36513242
CKS2,1164,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.54,,11305809|1585935|17984431|3626302|6760236|6897822
CKS2,1164,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.26,,36513242
CLASRP,11129,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.88,,36513242
CLCA2,9635,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.75,,36513242
CLCA3P,9629,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,5.39,,9626627
CLCF1,23529,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,9.11,,9626627
CLCF1,23529,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,9.11,,11305809|1585935|17984431|3626302|6760236|6897822
CLCF1,23529,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.44,,36513242
CLCN1,1180,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.36,,11305809|1585935|17984431|3626302|6760236|6897822
CLCN4,1183,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.62,,36513242
CLCN7,1186,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.66,,36513242
CLDN1,9076,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.32,,11305809|1585935|17984431|3626302|6760236|6897822
CLDN1,9076,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.04,,36513242
CLDN11,5010,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.75,,11305809|1585935|17984431|3626302|6760236|6897822
CLDN12,9069,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.97,,11305809|1585935|17984431|3626302|6760236|6897822
CLDN14,23562,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.11,,9626627
CLDN14,23562,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.71,,36513242
CLDN2,9075,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.39,,36513242
CLDN22,53842,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.62,,9626627
CLDN23,137075,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.78,,36513242
CLDN3,1365,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.66,,11305809|1585935|17984431|3626302|6760236|6897822
CLDN3,1365,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.38,,36513242
CLDN4,1364,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.55,,11305809|1585935|17984431|3626302|6760236|6897822
CLDN4,1364,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.26,,36513242
CLDN7,1366,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.77,,11305809|1585935|17984431|3626302|6760236|6897822
CLDN8,9073,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,10.53,,9626627
CLDN8,9073,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,10.53,,11305809|1585935|17984431|3626302|6760236|6897822
CLEC11A,6320,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,9.93,,9626627
CLEC11A,6320,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,9.93,,11305809|1585935|17984431|3626302|6760236|6897822
CLEC11A,6320,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.69,,36513242
CLEC14A,161198,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.80,,36513242
CLEC1A,51267,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.50,,9626627
CLEC2D,29121,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.92,,11305809|1585935|17984431|3626302|6760236|6897822
CLEC3B,7123,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.11,,11305809|1585935|17984431|3626302|6760236|6897822
CLEC3B,7123,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.83,,36513242
CLEC4E,26253,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.07,,9626627
CLEC4E,26253,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.67,,36513242
CLEC5A,23601,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.20,,9626627
CLEC9A,283420,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.52,,9626627
CLGN,1047,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.82,,11305809|1585935|17984431|3626302|6760236|6897822
CLHC1,130162,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.96,,36513242
CLIC2,1193,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.81,,36513242
CLIC3,9022,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.62,,36513242
CLIC5,53405,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.63,,36513242
CLIC6,54102,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.13,,9626627
CLIP2,7461,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.62,,36513242
CLIP4,79745,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.87,,11305809|1585935|17984431|3626302|6760236|6897822
CLK3,1198,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.68,,36513242
CLK4,57396,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.01,,9626627
CLMN,79789,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.77,,11305809|1585935|17984431|3626302|6760236|6897822
CLMN,79789,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.49,,36513242
CLN3,1201,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.67,,36513242
CLN8,2055,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.62,,36513242
CLOCK,9575,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.46,,36513242
CLPSL2,389383,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.97,,9626627
CLSPN,63967,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.82,,11305809|1585935|17984431|3626302|6760236|6897822
CLSTN1,22883,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.60,,36513242
CLSTN2,64084,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.65,,36513242
CLTA,1211,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcifediol,5.33,,6897822
CLTB,1212,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,3.89,,9626627
CLTCL1,8218,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.44,,11305809|1585935|17984431|3626302|6760236|6897822
CLTRN,57393,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.17,,11305809|1585935|17984431|3626302|6760236|6897822
CLU,1191,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.25,,11305809|1585935|17984431|3626302|6760236|6897822
CLUL1,27098,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.64,,9626627
CLYBL,171425,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.63,,36513242
CMBL,134147,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.39,,36513242
CMIP,80790,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.92,,11305809|1585935|17984431|3626302|6760236|6897822
CMIP,80790,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.64,,36513242
CMKLR1,1240,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.65,,36513242
CMPK2,129607,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,3.87,,9626627
CMSS1,84319,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.00,,11305809|1585935|17984431|3626302|6760236|6897822
CMTM3,123920,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.89,,11305809|1585935|17984431|3626302|6760236|6897822
CMTM3,123920,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.62,,36513242
CMTM4,146223,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.84,,36513242
CMTM7,112616,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.69,,36513242
CMTR2,55783,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.98,,36513242
CMYA5,202333,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.97,,36513242
CNBP,7555,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.63,,36513242
CNC,42743,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,5.26,,36513242
CNGA1,1259,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,5.05,,36513242
CNGA2,1260,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.70,,9626627
CNGB1,1258,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.15,,11305809|1585935|17984431|3626302|6760236|6897822
CNIH2,254263,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.10,,11305809|1585935|17984431|3626302|6760236|6897822
CNIH2,254263,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.82,,36513242
CNIH3,149111,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.27,,9626627
CNKSR1,10256,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.18,,11305809|1585935|17984431|3626302|6760236|6897822
CNKSR1,10256,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.90,,36513242
CNKSR3,154043,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.66,,36513242
CNMD,11061,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.15,,9626627
CNN1,1264,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.41,,36513242
CNN2,1265,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.79,,11305809|1585935|17984431|3626302|6760236|6897822
CNN2,1265,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.51,,36513242
CNNM1,26507,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.30,,9626627
CNNM1,26507,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.91,,36513242
CNNM4,26504,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.78,,36513242
CNP,1267,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.46,,36513242
CNPPD1,27013,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.37,,9626627
CNPPD1,27013,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.98,,36513242
CNPY3,10695,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.21,,9626627
CNPY3,10695,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.81,,36513242
CNTF,1270,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.13,,9626627
CNTLN,54875,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.80,,36513242
CNTN1,1272,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,3.95,,9626627
CNTN1,1272,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.56,,36513242
CNTN2,6900,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.73,,36513242
CNTN3,5067,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.82,,36513242
CNTN5,53942,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.43,,9626627
CNTNAP1,8506,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.07,,9626627
CNTNAP1,8506,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.67,,36513242
CNTNAP4,85445,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.34,,11305809|1585935|17984431|3626302|6760236|6897822
CNTRL,11064,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.59,,36513242
COBL,23242,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.59,,36513242
COBLL1,22837,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,3.95,,9626627
COG3,83548,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.82,,36513242
COIL,8161,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.81,,36513242
COL11A1,1301,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.69,,11305809|1585935|17984431|3626302|6760236|6897822
COL13A1,1305,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.87,,11305809|1585935|17984431|3626302|6760236|6897822
COL14A1,7373,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.47,,36513242
COL16A1,1307,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.84,,11305809|1585935|17984431|3626302|6760236|6897822
COL17A1,1308,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.96,,11305809|1585935|17984431|3626302|6760236|6897822
COL18A1,80781,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.25,,36513242
COL18A1-AS1,378832,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,5.59,,9626627
COL1A1,1277,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,"24,25-Dihydroxyvitamin D 3",10.78,,11305809
COL1A1,1277,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,10.78,,9626627
COL1A1,1277,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,10.78,,11305809|1585935|17984431|3626302|6760236|6897822
COL1A1,1277,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,3.59,,36513242
COL1A2,1278,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.23,,11305809|1585935|17984431|3626302|6760236|6897822
COL1A2,1278,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,3.94,,36513242
COL20A1,57642,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.93,,36513242
COL22A1,169044,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.11,,11305809|1585935|17984431|3626302|6760236|6897822
COL27A1,85301,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.52,,36513242
COL2A1,1280,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,3.47,,9626627
COL3A1,1281,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.22,,11305809|1585935|17984431|3626302|6760236|6897822
COL3A1,1281,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,3.93,,36513242
COL4A1,1282,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.18,,36513242
COL4A2,1284,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.64,,11305809|1585935|17984431|3626302|6760236|6897822
COL4A2,1284,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.35,,36513242
COL4A3,1285,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.63,,36513242
COL4A4,1286,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.08,,9626627
COL4A4,1286,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.68,,36513242
COL4A5,1287,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,9.65,,9626627
COL4A5,1287,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,9.65,,11305809|1585935|17984431|3626302|6760236|6897822
COL4A5,1287,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.60,,36513242
COL5A1,1289,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.25,,36513242
COL5A2,1290,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,3.71,,9626627
COL5A3,50509,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.50,,36513242
COL6A1,1291,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.31,,36513242
COL6A2,1292,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.38,,36513242
COL6A6,131873,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.98,,36513242
COL7A1,1294,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,3.85,,9626627
COL8A1,1295,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,9.08,,9626627
COL8A1,1295,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,9.08,,11305809|1585935|17984431|3626302|6760236|6897822
COLEC12,81035,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.78,,11305809|1585935|17984431|3626302|6760236|6897822
COLGALT2,23127,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.15,,9626627
COMMD6,170622,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.94,,36513242
COMP,1311,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.99,,11305809|1585935|17984431|3626302|6760236|6897822
COMP,1311,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.71,,36513242
COMT,1312,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.30,,11305809|1585935|17984431|3626302|6760236|6897822
COMT,1312,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.02,,36513242
COMTD1,118881,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.52,,36513242
COPE,11316,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.05,,9626627
COPE,11316,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.65,,36513242
COPRS,55352,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.26,,11305809|1585935|17984431|3626302|6760236|6897822
COPS7B,64708,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.97,,36513242
COPS9,150678,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.44,,9626627
COPZ2,51226,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.98,,11305809|1585935|17984431|3626302|6760236|6897822
COPZ2,51226,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.70,,36513242
COQ3,51805,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.91,,11305809|1585935|17984431|3626302|6760236|6897822
COQ3,51805,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.63,,36513242
COQ8A,56997,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.53,,36513242
CORIN,10699,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.13,,9626627
CORIN,10699,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.73,,36513242
CORO1A,11151,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.69,,11305809|1585935|17984431|3626302|6760236|6897822
CORO1A,11151,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.41,,36513242
CORO2A,7464,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.53,,36513242
CORO2B,10391,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.11,,9626627
CORO2B,10391,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.71,,36513242
CORO6,84940,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.63,,36513242
COTL1,23406,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.36,,36513242
COX1,4512,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.49,,11305809|1585935|17984431|3626302|6760236|6897822
COX10,1352,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.82,,36513242
COX17,10063,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.49,,36513242
COX18,285521,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.91,,36513242
COX4,35279,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.49,,11305809|1585935|17984431|3626302|6760236|6897822
COX4I2,84701,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.88,,36513242
COX6A2,1339,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.55,,36513242
COX7B2,170712,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.58,,11305809|1585935|17984431|3626302|6760236|6897822
CP,1356,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.29,,11305809|1585935|17984431|3626302|6760236|6897822
CP,1356,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.00,,36513242
CP7FB,31785,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,6.89,,36513242
CPA1,1357,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.11,,9626627
CPA3,1359,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,4.16,,11305809|1585935|17984431|3626302|6760236|6897822
CPA3,1359,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.88,,36513242
CPA4,51200,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,9.71,,9626627
CPA4,51200,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,9.71,,11305809|1585935|17984431|3626302|6760236|6897822
CPAP,55835,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.89,,11305809|1585935|17984431|3626302|6760236|6897822
CPB1,1360,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.17,,9626627
CPB2,1361,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.01,,9626627
CPB2,1361,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.62,,36513242
CPD,1362,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.83,,11305809|1585935|17984431|3626302|6760236|6897822
CPD,1362,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.55,,36513242
CPEB1,64506,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.64,,36513242
CPEB2,132864,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.73,,11305809|1585935|17984431|3626302|6760236|6897822
CPEB3,22849,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcitriol,3.94,,11305809|1585935|17984431|3626302|6760236|6897822
CPED1,79974,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.70,,36513242
CPLANE1,65250,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.94,,36513242
CPLX1,10815,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.78,,36513242
CPLX2,10814,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Calcifediol,5.20,,6897822
CPLX2,10814,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.58,,36513242
CPN2,1370,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.80,,36513242
CPNE1,8904,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.74,,36513242
CPNE3,8895,Chronic Kidney Diseases of Uncertain Etiology,MESH:D000092702,,Endosulfan,4.63,,36513242
CPNE5,57699,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,,Aluminum,4.18,,9626627
