GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,InferenceChemicalName,InferenceScore,OmimIDs,PubMedIDs
DAO.3,402994,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.00,,12405556|9463841
DAO.3,402994,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.55,,16886695|16905684
DAP3,7818,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.40,,11684046|12405556|18078449|19452292|25395965|9095378
DBH,1621,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.94,,12405556|9463841
DBH,1621,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.48,,16886695|16905684
DCAF6,55827,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.08,,12405556|9463841
DCAF6,55827,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.63,,16886695|16905684
DCLK1,9201,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.79,,12405556|9463841
DCLK1,9201,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,10.94,,16886695|16905684
DCLK1,9201,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,10.94,,16886695
DDAH1,23576,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.11,,11684046|12405556|18078449|19452292|25395965|9095378
DDAH2,23564,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,9.20,,12405556|9463841
DDAH2,23564,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,9.20,,11684046|12405556|18078449|19452292|25395965|9095378
DDAH2,23564,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.46,,16886695|16905684
DDC,1644,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.95,,11684046|12405556|18078449|19452292|25395965|9095378
DDHD1B,570320,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.73,,12405556|9463841
DDHD1B,570320,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,6.28,,16886695|16905684
DDIT3,1649,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.27,,11684046|12405556|18078449|19452292|25395965|9095378
DDX11,1663,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.12,,12405556|9463841
DDX11,1663,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.66,,16886695|16905684
DDX27,55661,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.16,,12405556|9463841
DDX27,55661,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.70,,16886695|16905684
DDX46,9879,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.96,,12405556|9463841
DDX46,9879,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.50,,16886695|16905684
DDX5,1655,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.79,,12405556|9463841
DDX5,1655,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.33,,16886695|16905684
DDX56,54606,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.12,,12405556|9463841
DDX56,54606,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.66,,16886695|16905684
DEDD1,58125,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.08,,12405556|9463841
DEDD1,58125,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.63,,16886695|16905684
DEF6B,100535515,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.38,,12405556|9463841
DEF6B,100535515,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.93,,16886695|16905684
DEFBL1,100009619,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.00,,12405556|9463841
DEFBL1,100009619,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.55,,16886695|16905684
DENND10,404636,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.39,,12405556|9463841
DENND10,404636,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.94,,16886695|16905684
DEPP1,11067,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.75,,12405556|9463841
DEPP1,11067,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.29,,16886695|16905684
DGAT2,84649,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.59,,12405556|9463841
DGAT2,84649,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.14,,16886695|16905684
DGKA,1606,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.87,,12405556|9463841
DGKA,1606,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.42,,16886695|16905684
DHCR7,1717,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.54,,12405556|9463841
DHCR7,1717,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.08,,16886695|16905684
DHRS13A.2,447903,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.71,,12405556|9463841
DHRS13A.2,447903,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.26,,16886695|16905684
DHRSX,207063,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.35,,12405556|9463841
DHRSX,207063,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.89,,16886695|16905684
DHX30,22907,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.03,,12405556|9463841
DHX30,22907,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.58,,16886695|16905684
DHX36,170506,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.07,,12405556|9463841
DHX36,170506,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.61,,16886695|16905684
DHX38,9785,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.21,,12405556|9463841
DHX38,9785,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.76,,16886695|16905684
DIABLO,56616,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.01,,11684046|12405556|18078449|19452292|25395965|9095378
DIABLOA,393317,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.73,,12405556|9463841
DIABLOA,393317,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.28,,16886695|16905684
DIO2,1734,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,7.94,,12405556|9463841
DIO2,1734,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,7.94,,11684046|12405556|18078449|19452292|25395965|9095378
DIO2,1734,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.07,,16886695|16905684
DISC1,27185,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.42,,11684046|12405556|18078449|19452292|25395965|9095378
DLAT,1737,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.86,,12405556|9463841
DLAT,1737,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.41,,16886695|16905684
DLD,1738,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.79,,12405556|9463841
DLD,1738,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.33,,16886695|16905684
DLG2,1740,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.00,,12405556|9463841
DLG2,1740,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.55,,16886695|16905684
DMGDH,29958,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.35,,11684046|12405556|18078449|19452292|25395965|9095378
DMTN,2039,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.08,,12405556|9463841
DMTN,2039,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.63,,16886695|16905684
DNAAF11,23639,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.37,,12405556|9463841
DNAAF11,23639,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.91,,16886695|16905684
DNAH1,25981,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.09,,12405556|9463841
DNAH1,25981,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.63,,16886695|16905684
DNAH3,55567,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.42,,12405556|9463841
DNAH3,55567,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.97,,16886695|16905684
DNAJB1,3337,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.54,,12405556|9463841
DNAJB1,3337,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.08,,16886695|16905684
DNAJB11,51726,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.83,,12405556|9463841
DNAJB11,51726,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.38,,16886695|16905684
DNAJB6B,393275,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.08,,12405556|9463841
DNAJB6B,393275,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.63,,16886695|16905684
DNAJC2,27000,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.94,,12405556|9463841
DNAJC2,27000,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.48,,16886695|16905684
DNAJC25,548645,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.40,,12405556|9463841
DNAJC25,548645,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.95,,16886695|16905684
DNASE1L1L,436676,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.47,,12405556|9463841
DNASE1L1L,436676,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,6.02,,16886695|16905684
DNM1L,10059,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.84,,11684046|12405556|18078449|19452292|25395965|9095378
DNM2,1785,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.29,,11684046|12405556|18078449|19452292|25395965|9095378
DNPH1,10591,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.94,,12405556|9463841
DNPH1,10591,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.49,,16886695|16905684
DOC2G,60425,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.55,,12405556|9463841
DOC2G,60425,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.10,,16886695|16905684
DPF1,8193,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.14,,12405556|9463841
DPF1,8193,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.69,,16886695|16905684
DR1,1810,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.20,,12405556|9463841
DR1,1810,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.75,,16886695|16905684
DRD1,1812,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,8.22,,12405556|9463841
DRD1,1812,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,8.22,,11684046|12405556|18078449|19452292|25395965|9095378
DRD1,1812,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,10.36,,16886695|16905684
DRD1,1812,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,10.36,,16886695
DRD2,1813,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,7.42,,12405556|9463841
DRD2,1813,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,7.42,,11684046|12405556|18078449|19452292|25395965|9095378
DRD2,1813,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,16.24,,16886695|16905684
DRD2,1813,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,16.24,,16886695
DRD2,1813,"Sleep Disorders, Intrinsic",MESH:D020919,,Quetiapine Fumarate,16.24,,16905684
DRD3,1814,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.76,,12405556|9463841
DRD3,1814,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,10.86,,16886695|16905684
DRD3,1814,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,10.86,,16886695
DRD4,1815,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.92,,12405556|9463841
DRD4,1815,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,11.39,,16886695|16905684
DRD4,1815,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,11.39,,16886695
DRP2,1821,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.39,,12405556|9463841
DRP2,1821,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.94,,16886695|16905684
DTNBP1,84062,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.22,,12405556|9463841
DTNBP1,84062,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.76,,16886695|16905684
DUSP1,1843,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.29,,12405556|9463841
DUSP1,1843,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,3.83,,16886695|16905684
DUSP6,1848,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.46,,12405556|9463841
DUSP6,1848,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,3.99,,16886695|16905684
DUT,1854,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.76,,12405556|9463841
DUT,1854,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.31,,16886695|16905684
DVL3,1857,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.10,,12405556|9463841
DVL3,1857,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.65,,16886695|16905684
E2F1,1869,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.82,,11684046|12405556|18078449|19452292|25395965|9095378
EBP,10682,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.74,,12405556|9463841
EBP,10682,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.28,,16886695|16905684
ECHDC2,55268,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.00,,12405556|9463841
ECHDC2,55268,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.55,,16886695|16905684
ECHS1,1892,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.18,,11684046|12405556|18078449|19452292|25395965|9095378
ECPAS,23392,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.02,,12405556|9463841
ECPAS,23392,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.57,,16886695|16905684
EDN1,1906,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.13,,12405556|9463841
EDN1,1906,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,3.66,,16886695|16905684
EEF1G,1937,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,9.01,,12405556|9463841
EEF1G,1937,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,9.01,,11684046|12405556|18078449|19452292|25395965|9095378
EEF1G,1937,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.40,,16886695|16905684
EFR3BA,560858,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.73,,12405556|9463841
EFR3BA,560858,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,6.28,,16886695|16905684
EGF,1950,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.59,,11684046|12405556|18078449|19452292|25395965|9095378
EGLN1,54583,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.83,,12405556|9463841
EGLN1,54583,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.37,,16886695|16905684
EGLN2,112398,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.20,,12405556|9463841
EGLN2,112398,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.75,,16886695|16905684
EGLN3,112399,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.68,,12405556|9463841
EGLN3,112399,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.23,,16886695|16905684
EGR1,1958,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,6.86,,12405556|9463841
EGR1,1958,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Tranylcypromine,6.86,,3273886
EGR1,1958,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,3.63,,16886695|16905684
EGR2,1959,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.58,,12405556|9463841
EGR2,1959,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.12,,16886695|16905684
EGR2B,30190,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,5.60,,11684046|12405556|18078449|19452292|25395965|9095378
EHMT2,10919,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.21,,11684046|12405556|18078449|19452292|25395965|9095378
EIF2A,83939,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.10,,11684046|12405556|18078449|19452292|25395965|9095378
EIF2AK3,9451,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.68,,11684046|12405556|18078449|19452292|25395965|9095378
EIF2B5,8893,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.11,,12405556|9463841
EIF2B5,8893,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.66,,16886695|16905684
EIF2S1,1965,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.76,,11684046|12405556|18078449|19452292|25395965|9095378
EIF4E2,9470,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.04,,12405556|9463841
EIF4E2,9470,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.58,,16886695|16905684
EIF4EBP1,1978,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.74,,11684046|12405556|18078449|19452292|25395965|9095378
EIF4EBP2,1979,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Phenelzine,5.09,,3273886
EIF4G2,1982,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.32,,11684046|12405556|18078449|19452292|25395965|9095378
EIF5A,1984,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.76,,12405556|9463841
EIF5A,1984,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.30,,16886695|16905684
ELK1,2002,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,8.76,,12405556|9463841
ELK1,2002,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,8.76,,11684046|12405556|18078449|19452292|25395965|9095378
ELK1,2002,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.32,,16886695|16905684
ELOVL4B,335732,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.61,,12405556|9463841
ELOVL4B,335732,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.16,,16886695|16905684
ELOVL6L,100150288,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.18,,12405556|9463841
ELOVL6L,100150288,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.73,,16886695|16905684
ELOVL7B,327274,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.00,,12405556|9463841
ELOVL7B,327274,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.55,,16886695|16905684
EML1,2009,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.04,,12405556|9463841
EML1,2009,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.59,,16886695|16905684
ENDOU2,553584,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.47,,12405556|9463841
ENDOU2,553584,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,6.02,,16886695|16905684
ENO1,2023,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.45,,12405556|9463841
ENO1,2023,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,3.99,,16886695|16905684
ENO2,2026,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.93,,11684046|12405556|18078449|19452292|25395965|9095378
ENPP1,5167,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.74,,12405556|9463841
ENPP1,5167,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.29,,16886695|16905684
ENPP2,5168,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Phenelzine,4.68,,3273886
ENY2,56943,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.14,,12405556|9463841
ENY2,56943,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.69,,16886695|16905684
EOMESA,64603,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.18,,12405556|9463841
EOMESA,64603,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.73,,16886695|16905684
EP300B,565612,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.96,,12405556|9463841
EP300B,565612,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.51,,16886695|16905684
EPHB6,2051,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.02,,12405556|9463841
EPHB6,2051,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.57,,16886695|16905684
EPO,2056,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.58,,12405556|9463841
EPO,2056,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.12,,16886695|16905684
ERAP1,51752,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.94,,12405556|9463841
ERAP1,51752,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.49,,16886695|16905684
ERAP1A,564068,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.38,,12405556|9463841
ERAP1A,564068,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.93,,16886695|16905684
ERBB2,2064,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.42,,12405556|9463841
ERBB2,2064,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,3.95,,16886695|16905684
ERBB3A,386635,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.13,,12405556|9463841
ERBB3A,386635,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.68,,16886695|16905684
ERBB4,2066,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.90,,12405556|9463841
ERBB4,2066,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.45,,16886695|16905684
ERCC1,2067,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.07,,11684046|12405556|18078449|19452292|25395965|9095378
ERF,2077,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.04,,12405556|9463841
ERF,2077,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.58,,16886695|16905684
ERGIC1,57222,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.07,,12405556|9463841
ERGIC1,57222,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.62,,16886695|16905684
ERI2,112479,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.10,,12405556|9463841
ERI2,112479,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.65,,16886695|16905684
ERLIN2,11160,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.14,,12405556|9463841
ERLIN2,11160,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.69,,16886695|16905684
ERN1,2081,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.71,,11684046|12405556|18078449|19452292|25395965|9095378
ESR1,2099,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.19,,11684046|12405556|18078449|19452292|25395965|9095378
ESR2,2100,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.45,,11684046|12405556|18078449|19452292|25395965|9095378
ESYT1B,571083,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.18,,12405556|9463841
ESYT1B,571083,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.73,,16886695|16905684
ETNPPL,64850,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.00,,12405556|9463841
ETNPPL,64850,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.55,,16886695|16905684
ETS2,2114,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.72,,12405556|9463841
ETS2,2114,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.26,,16886695|16905684
EZR,7430,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.61,,12405556|9463841
EZR,7430,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.15,,16886695|16905684
F2,2147,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,4.69,,16886695
F7,2155,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.79,,12405556|9463841
F7,2155,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.33,,16886695|16905684
FABP1,2168,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,4.72,,16886695
FABP10A,171481,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.26,,12405556|9463841
FABP10A,171481,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.81,,16886695|16905684
FABP1B.1,554095,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.58,,12405556|9463841
FABP1B.1,554095,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.13,,16886695|16905684
FABP2,2169,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.86,,12405556|9463841
FABP2,2169,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.41,,16886695|16905684
FABP3,2170,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.63,,12405556|9463841
FABP3,2170,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.17,,16886695|16905684
FABP4,2167,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,7.57,,11684046|12405556|18078449|19452292|25395965|9095378
FABP4,2167,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Phenelzine,7.57,,3273886
